filename,class,filepath,width,height,aspect_ratio,channels
aug_0_1267.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1267.jpg,600,450,1.333,RGB
aug_0_1299.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1299.jpg,600,450,1.333,RGB
aug_0_1306.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1306.jpg,600,450,1.333,RGB
aug_0_1326.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1326.jpg,600,450,1.333,RGB
aug_0_1327.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1327.jpg,600,450,1.333,RGB
aug_0_1332.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1332.jpg,600,450,1.333,RGB
aug_0_1335.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1335.jpg,600,450,1.333,RGB
aug_0_1345.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1345.jpg,600,450,1.333,RGB
aug_0_136.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_136.jpg,600,450,1.333,RGB
aug_0_1367.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1367.jpg,600,450,1.333,RGB
aug_0_1368.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1368.jpg,600,450,1.333,RGB
aug_0_1392.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1392.jpg,600,450,1.333,RGB
aug_0_1396.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1396.jpg,600,450,1.333,RGB
aug_0_14.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_14.jpg,600,450,1.333,RGB
aug_0_140.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_140.jpg,600,450,1.333,RGB
aug_0_1423.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1423.jpg,600,450,1.333,RGB
aug_0_1428.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1428.jpg,600,450,1.333,RGB
aug_0_1442.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1442.jpg,600,450,1.333,RGB
aug_0_1444.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1444.jpg,600,450,1.333,RGB
aug_0_1452.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1452.jpg,600,450,1.333,RGB
aug_0_1457.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1457.jpg,600,450,1.333,RGB
aug_0_1471.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1471.jpg,600,450,1.333,RGB
aug_0_148.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_148.jpg,600,450,1.333,RGB
aug_0_1483.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1483.jpg,600,450,1.333,RGB
aug_0_150.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_150.jpg,600,450,1.333,RGB
aug_0_1508.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1508.jpg,600,450,1.333,RGB
aug_0_1521.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1521.jpg,600,450,1.333,RGB
aug_0_1529.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1529.jpg,600,450,1.333,RGB
aug_0_153.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_153.jpg,600,450,1.333,RGB
aug_0_1533.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1533.jpg,600,450,1.333,RGB
aug_0_1547.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1547.jpg,600,450,1.333,RGB
aug_0_1562.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1562.jpg,600,450,1.333,RGB
aug_0_1563.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1563.jpg,600,450,1.333,RGB
aug_0_1573.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1573.jpg,600,450,1.333,RGB
aug_0_1579.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1579.jpg,600,450,1.333,RGB
aug_0_1581.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1581.jpg,600,450,1.333,RGB
aug_0_1589.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1589.jpg,600,450,1.333,RGB
aug_0_1593.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1593.jpg,600,450,1.333,RGB
aug_0_1599.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1599.jpg,600,450,1.333,RGB
aug_0_1600.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1600.jpg,600,450,1.333,RGB
aug_0_1611.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1611.jpg,600,450,1.333,RGB
aug_0_1614.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1614.jpg,600,450,1.333,RGB
aug_0_1622.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1622.jpg,600,450,1.333,RGB
aug_0_1628.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1628.jpg,600,450,1.333,RGB
aug_0_1630.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1630.jpg,600,450,1.333,RGB
aug_0_1632.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1632.jpg,600,450,1.333,RGB
aug_0_1637.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1637.jpg,600,450,1.333,RGB
aug_0_1647.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1647.jpg,600,450,1.333,RGB
aug_0_1649.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1649.jpg,600,450,1.333,RGB
aug_0_1668.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1668.jpg,600,450,1.333,RGB
aug_0_1674.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1674.jpg,600,450,1.333,RGB
aug_0_1680.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1680.jpg,600,450,1.333,RGB
aug_0_17.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_17.jpg,600,450,1.333,RGB
aug_0_1706.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1706.jpg,600,450,1.333,RGB
aug_0_1707.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1707.jpg,600,450,1.333,RGB
aug_0_1713.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1713.jpg,600,450,1.333,RGB
aug_0_1717.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1717.jpg,600,450,1.333,RGB
aug_0_172.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_172.jpg,600,450,1.333,RGB
aug_0_1723.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1723.jpg,600,450,1.333,RGB
aug_0_173.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_173.jpg,600,450,1.333,RGB
aug_0_1735.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1735.jpg,600,450,1.333,RGB
aug_0_1736.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1736.jpg,600,450,1.333,RGB
aug_0_1739.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1739.jpg,600,450,1.333,RGB
aug_0_1744.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1744.jpg,600,450,1.333,RGB
aug_0_1745.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1745.jpg,600,450,1.333,RGB
aug_0_175.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_175.jpg,600,450,1.333,RGB
aug_0_1761.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1761.jpg,600,450,1.333,RGB
aug_0_1784.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1784.jpg,600,450,1.333,RGB
aug_0_1787.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1787.jpg,600,450,1.333,RGB
aug_0_1789.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1789.jpg,600,450,1.333,RGB
aug_0_179.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_179.jpg,600,450,1.333,RGB
aug_0_1802.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1802.jpg,600,450,1.333,RGB
aug_0_1815.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1815.jpg,600,450,1.333,RGB
aug_0_1854.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1854.jpg,600,450,1.333,RGB
aug_0_1872.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1872.jpg,600,450,1.333,RGB
aug_0_1888.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1888.jpg,600,450,1.333,RGB
aug_0_1891.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1891.jpg,600,450,1.333,RGB
aug_0_19.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_19.jpg,600,450,1.333,RGB
aug_0_1901.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1901.jpg,600,450,1.333,RGB
aug_0_1904.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1904.jpg,600,450,1.333,RGB
aug_0_1905.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1905.jpg,600,450,1.333,RGB
aug_0_1907.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1907.jpg,600,450,1.333,RGB
aug_0_1923.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1923.jpg,600,450,1.333,RGB
aug_0_1959.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1959.jpg,600,450,1.333,RGB
aug_0_1972.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1972.jpg,600,450,1.333,RGB
aug_0_1975.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1975.jpg,600,450,1.333,RGB
aug_0_198.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_198.jpg,600,450,1.333,RGB
aug_0_1980.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1980.jpg,600,450,1.333,RGB
aug_0_1983.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1983.jpg,600,450,1.333,RGB
aug_0_1991.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1991.jpg,600,450,1.333,RGB
aug_0_2013.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2013.jpg,600,450,1.333,RGB
aug_0_2020.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2020.jpg,600,450,1.333,RGB
aug_0_2021.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2021.jpg,600,450,1.333,RGB
aug_0_2027.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2027.jpg,600,450,1.333,RGB
aug_0_2028.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2028.jpg,600,450,1.333,RGB
aug_0_2036.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2036.jpg,600,450,1.333,RGB
aug_0_2046.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2046.jpg,600,450,1.333,RGB
aug_0_2051.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2051.jpg,600,450,1.333,RGB
aug_0_2055.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2055.jpg,600,450,1.333,RGB
aug_0_208.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_208.jpg,600,450,1.333,RGB
aug_0_2089.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2089.jpg,600,450,1.333,RGB
aug_0_2093.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2093.jpg,600,450,1.333,RGB
aug_0_2094.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2094.jpg,600,450,1.333,RGB
aug_0_2097.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2097.jpg,600,450,1.333,RGB
aug_0_210.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_210.jpg,600,450,1.333,RGB
aug_0_2118.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2118.jpg,600,450,1.333,RGB
aug_0_2128.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2128.jpg,600,450,1.333,RGB
aug_0_2141.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2141.jpg,600,450,1.333,RGB
aug_0_215.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_215.jpg,600,450,1.333,RGB
aug_0_2154.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2154.jpg,600,450,1.333,RGB
aug_0_2156.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2156.jpg,600,450,1.333,RGB
aug_0_2176.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2176.jpg,600,450,1.333,RGB
aug_0_2181.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2181.jpg,600,450,1.333,RGB
aug_0_2191.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2191.jpg,600,450,1.333,RGB
aug_0_2192.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2192.jpg,600,450,1.333,RGB
aug_0_2195.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2195.jpg,600,450,1.333,RGB
aug_0_2197.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2197.jpg,600,450,1.333,RGB
aug_0_2198.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2198.jpg,600,450,1.333,RGB
aug_0_22.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_22.jpg,600,450,1.333,RGB
aug_0_2202.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2202.jpg,600,450,1.333,RGB
aug_0_2212.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2212.jpg,600,450,1.333,RGB
aug_0_2217.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2217.jpg,600,450,1.333,RGB
aug_0_222.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_222.jpg,600,450,1.333,RGB
aug_0_2222.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2222.jpg,600,450,1.333,RGB
aug_0_224.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_224.jpg,600,450,1.333,RGB
aug_0_2241.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2241.jpg,600,450,1.333,RGB
aug_0_2252.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2252.jpg,600,450,1.333,RGB
aug_0_2260.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2260.jpg,600,450,1.333,RGB
aug_0_2264.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2264.jpg,600,450,1.333,RGB
aug_0_2265.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2265.jpg,600,450,1.333,RGB
aug_0_2275.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2275.jpg,600,450,1.333,RGB
aug_0_2277.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2277.jpg,600,450,1.333,RGB
aug_0_2278.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2278.jpg,600,450,1.333,RGB
aug_0_2279.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2279.jpg,600,450,1.333,RGB
aug_0_229.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_229.jpg,600,450,1.333,RGB
aug_0_2290.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2290.jpg,600,450,1.333,RGB
aug_0_2297.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2297.jpg,600,450,1.333,RGB
aug_0_2299.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2299.jpg,600,450,1.333,RGB
aug_0_230.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_230.jpg,600,450,1.333,RGB
aug_0_2309.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2309.jpg,600,450,1.333,RGB
aug_0_2323.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2323.jpg,600,450,1.333,RGB
aug_0_2324.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2324.jpg,600,450,1.333,RGB
aug_0_2326.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2326.jpg,600,450,1.333,RGB
aug_0_2327.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2327.jpg,600,450,1.333,RGB
aug_0_2337.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2337.jpg,600,450,1.333,RGB
aug_0_2341.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2341.jpg,600,450,1.333,RGB
aug_0_2349.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2349.jpg,600,450,1.333,RGB
aug_0_2354.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2354.jpg,600,450,1.333,RGB
aug_0_2355.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2355.jpg,600,450,1.333,RGB
aug_0_2367.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2367.jpg,600,450,1.333,RGB
aug_0_2369.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2369.jpg,600,450,1.333,RGB
aug_0_2389.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2389.jpg,600,450,1.333,RGB
aug_0_2410.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2410.jpg,600,450,1.333,RGB
aug_0_2434.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2434.jpg,600,450,1.333,RGB
aug_0_2443.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2443.jpg,600,450,1.333,RGB
aug_0_2458.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2458.jpg,600,450,1.333,RGB
aug_0_2474.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2474.jpg,600,450,1.333,RGB
aug_0_2479.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2479.jpg,600,450,1.333,RGB
aug_0_2487.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2487.jpg,600,450,1.333,RGB
aug_0_2524.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2524.jpg,600,450,1.333,RGB
aug_0_2541.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2541.jpg,600,450,1.333,RGB
aug_0_2547.jpg,Actinic keratosis,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_2547.jpg,600,450,1.333,RGB
