filename,filepath,true_class_idx,true_class,pred_class_idx,pred_class,confidence,is_correct
aug_0_8825.jpg,d:\Skin Disease classification\newtrain\Atopic Dermatitis\aug_0_8825.jpg,1,Atopic Dermatitis,1,Atopic Dermatitis,1.0,True
aug_0_5103.jpg,d:\Skin Disease classification\newtrain\Dermatofibroma\aug_0_5103.jpg,3,Dermatofibroma,3,Dermatofibroma,0.9998,True
aug_0_2479.jpg,d:\Skin Disease classification\newtrain\Melanoma\aug_0_2479.jpg,5,Melanoma,5,Melanoma,0.9264,True
aug_0_1875.jpg,d:\Skin Disease classification\newtrain\Melanoma\aug_0_1875.jpg,5,Melanoma,5,Melanoma,0.9999,True
aug_0_4305.jpg,d:\Skin Disease classification\newtrain\Benign keratosis\aug_0_4305.jpg,2,Benign keratosis,2,Benign keratosis,1.0,True
aug_0_4830.jpg,d:\Skin Disease classification\newtrain\Squamous cell carcinoma\aug_0_4830.jpg,6,Squamous cell carcinoma,6,Squamous cell carcinoma,0.635,True
aug_0_8943.jpg,d:\Skin Disease classification\newtrain\Melanocytic nevus\aug_0_8943.jpg,4,Melanocytic nevus,4,Melanocytic nevus,0.9953,True
aug_0_9087.jpg,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_9087.jpg,0,Actinic keratosis,0,Actinic keratosis,1.0,True
aug_0_7178.jpg,d:\Skin Disease classification\newtrain\Atopic Dermatitis\aug_0_7178.jpg,1,Atopic Dermatitis,1,Atopic Dermatitis,1.0,True
aug_0_4303.jpg,d:\Skin Disease classification\newtrain\Melanoma\aug_0_4303.jpg,5,Melanoma,5,Melanoma,0.7275,True
aug_0_7108.jpg,d:\Skin Disease classification\newtrain\Melanoma\aug_0_7108.jpg,5,Melanoma,3,Dermatofibroma,0.6488,False
aug_0_8976.jpg,d:\Skin Disease classification\newtrain\Dermatofibroma\aug_0_8976.jpg,3,Dermatofibroma,3,Dermatofibroma,0.9675,True
aug_0_2004.jpg,d:\Skin Disease classification\newtrain\Melanocytic nevus\aug_0_2004.jpg,4,Melanocytic nevus,4,Melanocytic nevus,0.9954,True
aug_0_2176.jpg,d:\Skin Disease classification\newtrain\Benign keratosis\aug_0_2176.jpg,2,Benign keratosis,2,Benign keratosis,1.0,True
aug_0_4692.jpg,d:\Skin Disease classification\newtrain\Squamous cell carcinoma\aug_0_4692.jpg,6,Squamous cell carcinoma,6,Squamous cell carcinoma,0.9598,True
aug_0_3899.jpg,d:\Skin Disease classification\newtrain\Atopic Dermatitis\aug_0_3899.jpg,1,Atopic Dermatitis,1,Atopic Dermatitis,1.0,True
aug_0_673.jpg,d:\Skin Disease classification\newtrain\Melanoma\aug_0_673.jpg,5,Melanoma,5,Melanoma,1.0,True
aug_0_6259.jpg,d:\Skin Disease classification\newtrain\Melanocytic nevus\aug_0_6259.jpg,4,Melanocytic nevus,4,Melanocytic nevus,0.998,True
aug_0_9020.jpg,d:\Skin Disease classification\newtrain\Vascular lesion\aug_0_9020.jpg,8,Vascular lesion,8,Vascular lesion,1.0,True
aug_0_5353.jpg,d:\Skin Disease classification\newtrain\Dermatofibroma\aug_0_5353.jpg,3,Dermatofibroma,3,Dermatofibroma,0.9989,True
aug_0_563.jpg,d:\Skin Disease classification\newtrain\Dermatofibroma\aug_0_563.jpg,3,Dermatofibroma,3,Dermatofibroma,1.0,True
aug_0_6495.jpg,d:\Skin Disease classification\newtrain\Atopic Dermatitis\aug_0_6495.jpg,1,Atopic Dermatitis,1,Atopic Dermatitis,1.0,True
aug_0_3756.jpg,d:\Skin Disease classification\newtrain\Squamous cell carcinoma\aug_0_3756.jpg,6,Squamous cell carcinoma,0,Actinic keratosis,0.8241,False
aug_0_1811.jpg,d:\Skin Disease classification\newtrain\Atopic Dermatitis\aug_0_1811.jpg,1,Atopic Dermatitis,1,Atopic Dermatitis,1.0,True
aug_0_1222.jpg,d:\Skin Disease classification\newtrain\Vascular lesion\aug_0_1222.jpg,8,Vascular lesion,8,Vascular lesion,1.0,True
aug_0_1327.jpg,d:\Skin Disease classification\newtrain\Atopic Dermatitis\aug_0_1327.jpg,1,Atopic Dermatitis,1,Atopic Dermatitis,1.0,True
aug_0_2600.jpg,d:\Skin Disease classification\newtrain\Vascular lesion\aug_0_2600.jpg,8,Vascular lesion,8,Vascular lesion,1.0,True
aug_0_2775.jpg,d:\Skin Disease classification\newtrain\Atopic Dermatitis\aug_0_2775.jpg,1,Atopic Dermatitis,1,Atopic Dermatitis,1.0,True
aug_0_4075.jpg,d:\Skin Disease classification\newtrain\Tinea Ringworm Candidiasis\aug_0_4075.jpg,7,Tinea Ringworm Candidiasis,7,Tinea Ringworm Candidiasis,1.0,True
aug_0_1234.jpg,d:\Skin Disease classification\newtrain\Atopic Dermatitis\aug_0_1234.jpg,1,Atopic Dermatitis,1,Atopic Dermatitis,0.9942,True
aug_0_4086.jpg,d:\Skin Disease classification\newtrain\Benign keratosis\aug_0_4086.jpg,2,Benign keratosis,2,Benign keratosis,1.0,True
aug_0_1050.jpg,d:\Skin Disease classification\newtrain\Melanoma\aug_0_1050.jpg,5,Melanoma,5,Melanoma,1.0,True
aug_0_7956.jpg,d:\Skin Disease classification\newtrain\Dermatofibroma\aug_0_7956.jpg,3,Dermatofibroma,3,Dermatofibroma,1.0,True
aug_0_5087.jpg,d:\Skin Disease classification\newtrain\Vascular lesion\aug_0_5087.jpg,8,Vascular lesion,8,Vascular lesion,1.0,True
aug_0_623.jpg,d:\Skin Disease classification\newtrain\Vascular lesion\aug_0_623.jpg,8,Vascular lesion,8,Vascular lesion,0.9334,True
aug_0_8065.jpg,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_8065.jpg,0,Actinic keratosis,0,Actinic keratosis,0.5428,True
aug_0_2502.jpg,d:\Skin Disease classification\newtrain\Dermatofibroma\aug_0_2502.jpg,3,Dermatofibroma,3,Dermatofibroma,0.9858,True
aug_0_2041.jpg,d:\Skin Disease classification\newtrain\Dermatofibroma\aug_0_2041.jpg,3,Dermatofibroma,3,Dermatofibroma,0.9176,True
aug_0_2071.jpg,d:\Skin Disease classification\newtrain\Squamous cell carcinoma\aug_0_2071.jpg,6,Squamous cell carcinoma,6,Squamous cell carcinoma,0.648,True
aug_0_120.jpg,d:\Skin Disease classification\newtrain\Atopic Dermatitis\aug_0_120.jpg,1,Atopic Dermatitis,1,Atopic Dermatitis,1.0,True
aug_0_9078.jpg,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_9078.jpg,0,Actinic keratosis,0,Actinic keratosis,0.9637,True
aug_0_269.jpg,d:\Skin Disease classification\newtrain\Melanoma\aug_0_269.jpg,5,Melanoma,5,Melanoma,0.9997,True
aug_0_3339.jpg,d:\Skin Disease classification\newtrain\Dermatofibroma\aug_0_3339.jpg,3,Dermatofibroma,3,Dermatofibroma,0.9999,True
aug_0_6882.jpg,d:\Skin Disease classification\newtrain\Tinea Ringworm Candidiasis\aug_0_6882.jpg,7,Tinea Ringworm Candidiasis,7,Tinea Ringworm Candidiasis,1.0,True
aug_0_815.jpg,d:\Skin Disease classification\newtrain\Tinea Ringworm Candidiasis\aug_0_815.jpg,7,Tinea Ringworm Candidiasis,7,Tinea Ringworm Candidiasis,1.0,True
aug_0_140.jpg,d:\Skin Disease classification\newtrain\Vascular lesion\aug_0_140.jpg,8,Vascular lesion,8,Vascular lesion,1.0,True
aug_0_4056.jpg,d:\Skin Disease classification\newtrain\Vascular lesion\aug_0_4056.jpg,8,Vascular lesion,8,Vascular lesion,0.9574,True
aug_0_4055.jpg,d:\Skin Disease classification\newtrain\Melanoma\aug_0_4055.jpg,5,Melanoma,5,Melanoma,0.9806,True
aug_0_3627.jpg,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_3627.jpg,0,Actinic keratosis,0,Actinic keratosis,0.969,True
aug_0_8275.jpg,d:\Skin Disease classification\newtrain\Melanocytic nevus\aug_0_8275.jpg,4,Melanocytic nevus,4,Melanocytic nevus,0.8559,True
aug_0_8568.jpg,d:\Skin Disease classification\newtrain\Squamous cell carcinoma\aug_0_8568.jpg,6,Squamous cell carcinoma,6,Squamous cell carcinoma,0.9616,True
aug_0_6432.jpg,d:\Skin Disease classification\newtrain\Vascular lesion\aug_0_6432.jpg,8,Vascular lesion,8,Vascular lesion,1.0,True
aug_0_6945.jpg,d:\Skin Disease classification\newtrain\Vascular lesion\aug_0_6945.jpg,8,Vascular lesion,8,Vascular lesion,1.0,True
aug_0_9313.jpg,d:\Skin Disease classification\newtrain\Benign keratosis\aug_0_9313.jpg,2,Benign keratosis,2,Benign keratosis,1.0,True
aug_0_5011.jpg,d:\Skin Disease classification\newtrain\Atopic Dermatitis\aug_0_5011.jpg,1,Atopic Dermatitis,1,Atopic Dermatitis,1.0,True
aug_0_8409.jpg,d:\Skin Disease classification\newtrain\Melanocytic nevus\aug_0_8409.jpg,4,Melanocytic nevus,4,Melanocytic nevus,0.9849,True
aug_0_5239.jpg,d:\Skin Disease classification\newtrain\Melanocytic nevus\aug_0_5239.jpg,4,Melanocytic nevus,4,Melanocytic nevus,0.9767,True
aug_0_9241.jpg,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_9241.jpg,0,Actinic keratosis,0,Actinic keratosis,0.9556,True
aug_0_5581.jpg,d:\Skin Disease classification\newtrain\Melanoma\aug_0_5581.jpg,5,Melanoma,4,Melanocytic nevus,0.7602,False
aug_0_1333.jpg,d:\Skin Disease classification\newtrain\Vascular lesion\aug_0_1333.jpg,8,Vascular lesion,8,Vascular lesion,1.0,True
aug_0_6469.jpg,d:\Skin Disease classification\newtrain\Melanocytic nevus\aug_0_6469.jpg,4,Melanocytic nevus,4,Melanocytic nevus,0.9999,True
aug_0_3274.jpg,d:\Skin Disease classification\newtrain\Melanocytic nevus\aug_0_3274.jpg,4,Melanocytic nevus,4,Melanocytic nevus,1.0,True
aug_0_5319.jpg,d:\Skin Disease classification\newtrain\Melanocytic nevus\aug_0_5319.jpg,4,Melanocytic nevus,4,Melanocytic nevus,0.9999,True
aug_0_4661.jpg,d:\Skin Disease classification\newtrain\Dermatofibroma\aug_0_4661.jpg,3,Dermatofibroma,3,Dermatofibroma,0.9998,True
aug_0_593.jpg,d:\Skin Disease classification\newtrain\Squamous cell carcinoma\aug_0_593.jpg,6,Squamous cell carcinoma,6,Squamous cell carcinoma,0.9997,True
aug_0_7120.jpg,d:\Skin Disease classification\newtrain\Tinea Ringworm Candidiasis\aug_0_7120.jpg,7,Tinea Ringworm Candidiasis,7,Tinea Ringworm Candidiasis,1.0,True
aug_0_9962.jpg,d:\Skin Disease classification\newtrain\Benign keratosis\aug_0_9962.jpg,2,Benign keratosis,2,Benign keratosis,1.0,True
aug_0_5078.jpg,d:\Skin Disease classification\newtrain\Atopic Dermatitis\aug_0_5078.jpg,1,Atopic Dermatitis,1,Atopic Dermatitis,0.9999,True
aug_0_1898.jpg,d:\Skin Disease classification\newtrain\Dermatofibroma\aug_0_1898.jpg,3,Dermatofibroma,3,Dermatofibroma,0.9819,True
aug_0_478.jpg,d:\Skin Disease classification\newtrain\Squamous cell carcinoma\aug_0_478.jpg,6,Squamous cell carcinoma,6,Squamous cell carcinoma,0.9123,True
aug_0_5018.jpg,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_5018.jpg,0,Actinic keratosis,0,Actinic keratosis,0.3529,True
aug_0_4890.jpg,d:\Skin Disease classification\newtrain\Benign keratosis\aug_0_4890.jpg,2,Benign keratosis,2,Benign keratosis,1.0,True
aug_0_8531.jpg,d:\Skin Disease classification\newtrain\Dermatofibroma\aug_0_8531.jpg,3,Dermatofibroma,3,Dermatofibroma,1.0,True
aug_0_7866.jpg,d:\Skin Disease classification\newtrain\Vascular lesion\aug_0_7866.jpg,8,Vascular lesion,8,Vascular lesion,1.0,True
aug_0_8748.jpg,d:\Skin Disease classification\newtrain\Dermatofibroma\aug_0_8748.jpg,3,Dermatofibroma,3,Dermatofibroma,0.9948,True
aug_0_2874.jpg,d:\Skin Disease classification\newtrain\Tinea Ringworm Candidiasis\aug_0_2874.jpg,7,Tinea Ringworm Candidiasis,7,Tinea Ringworm Candidiasis,1.0,True
aug_0_5619.jpg,d:\Skin Disease classification\newtrain\Atopic Dermatitis\aug_0_5619.jpg,1,Atopic Dermatitis,1,Atopic Dermatitis,0.7669,True
aug_0_8494.jpg,d:\Skin Disease classification\newtrain\Atopic Dermatitis\aug_0_8494.jpg,1,Atopic Dermatitis,1,Atopic Dermatitis,1.0,True
aug_0_8885.jpg,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_8885.jpg,0,Actinic keratosis,0,Actinic keratosis,0.9914,True
aug_0_1497.jpg,d:\Skin Disease classification\newtrain\Melanoma\aug_0_1497.jpg,5,Melanoma,5,Melanoma,0.9999,True
aug_0_2441.jpg,d:\Skin Disease classification\newtrain\Atopic Dermatitis\aug_0_2441.jpg,1,Atopic Dermatitis,1,Atopic Dermatitis,1.0,True
aug_0_7775.jpg,d:\Skin Disease classification\newtrain\Vascular lesion\aug_0_7775.jpg,8,Vascular lesion,8,Vascular lesion,1.0,True
aug_0_9918.jpg,d:\Skin Disease classification\newtrain\Tinea Ringworm Candidiasis\aug_0_9918.jpg,7,Tinea Ringworm Candidiasis,7,Tinea Ringworm Candidiasis,1.0,True
aug_0_6174.jpg,d:\Skin Disease classification\newtrain\Benign keratosis\aug_0_6174.jpg,2,Benign keratosis,2,Benign keratosis,1.0,True
aug_0_5214.jpg,d:\Skin Disease classification\newtrain\Tinea Ringworm Candidiasis\aug_0_5214.jpg,7,Tinea Ringworm Candidiasis,7,Tinea Ringworm Candidiasis,1.0,True
aug_0_4912.jpg,d:\Skin Disease classification\newtrain\Melanocytic nevus\aug_0_4912.jpg,4,Melanocytic nevus,3,Dermatofibroma,0.7371,False
aug_0_7675.jpg,d:\Skin Disease classification\newtrain\Vascular lesion\aug_0_7675.jpg,8,Vascular lesion,8,Vascular lesion,1.0,True
aug_0_9069.jpg,d:\Skin Disease classification\newtrain\Benign keratosis\aug_0_9069.jpg,2,Benign keratosis,2,Benign keratosis,1.0,True
aug_0_4789.jpg,d:\Skin Disease classification\newtrain\Dermatofibroma\aug_0_4789.jpg,3,Dermatofibroma,3,Dermatofibroma,0.9998,True
aug_0_8971.jpg,d:\Skin Disease classification\newtrain\Benign keratosis\aug_0_8971.jpg,2,Benign keratosis,2,Benign keratosis,1.0,True
aug_0_9685.jpg,d:\Skin Disease classification\newtrain\Squamous cell carcinoma\aug_0_9685.jpg,6,Squamous cell carcinoma,6,Squamous cell carcinoma,0.659,True
aug_0_5780.jpg,d:\Skin Disease classification\newtrain\Vascular lesion\aug_0_5780.jpg,8,Vascular lesion,8,Vascular lesion,1.0,True
aug_0_48.jpg,d:\Skin Disease classification\newtrain\Melanoma\aug_0_48.jpg,5,Melanoma,5,Melanoma,0.9873,True
aug_0_531.jpg,d:\Skin Disease classification\newtrain\Melanoma\aug_0_531.jpg,5,Melanoma,5,Melanoma,0.6668,True
aug_0_8479.jpg,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_8479.jpg,0,Actinic keratosis,0,Actinic keratosis,1.0,True
aug_0_5248.jpg,d:\Skin Disease classification\newtrain\Benign keratosis\aug_0_5248.jpg,2,Benign keratosis,2,Benign keratosis,0.9983,True
aug_0_4943.jpg,d:\Skin Disease classification\newtrain\Dermatofibroma\aug_0_4943.jpg,3,Dermatofibroma,3,Dermatofibroma,1.0,True
aug_0_4649.jpg,d:\Skin Disease classification\newtrain\Dermatofibroma\aug_0_4649.jpg,3,Dermatofibroma,3,Dermatofibroma,0.9949,True
aug_0_2746.jpg,d:\Skin Disease classification\newtrain\Dermatofibroma\aug_0_2746.jpg,3,Dermatofibroma,3,Dermatofibroma,0.9997,True
aug_0_8107.jpg,d:\Skin Disease classification\newtrain\Benign keratosis\aug_0_8107.jpg,2,Benign keratosis,2,Benign keratosis,1.0,True
aug_0_4186.jpg,d:\Skin Disease classification\newtrain\Melanoma\aug_0_4186.jpg,5,Melanoma,5,Melanoma,0.9999,True
aug_0_4267.jpg,d:\Skin Disease classification\newtrain\Benign keratosis\aug_0_4267.jpg,2,Benign keratosis,2,Benign keratosis,1.0,True
aug_0_5412.jpg,d:\Skin Disease classification\newtrain\Benign keratosis\aug_0_5412.jpg,2,Benign keratosis,2,Benign keratosis,1.0,True
aug_0_1100.jpg,d:\Skin Disease classification\newtrain\Tinea Ringworm Candidiasis\aug_0_1100.jpg,7,Tinea Ringworm Candidiasis,7,Tinea Ringworm Candidiasis,1.0,True
aug_0_1444.jpg,d:\Skin Disease classification\newtrain\Dermatofibroma\aug_0_1444.jpg,3,Dermatofibroma,3,Dermatofibroma,0.8236,True
aug_0_5535.jpg,d:\Skin Disease classification\newtrain\Dermatofibroma\aug_0_5535.jpg,3,Dermatofibroma,3,Dermatofibroma,1.0,True
aug_0_5475.jpg,d:\Skin Disease classification\newtrain\Benign keratosis\aug_0_5475.jpg,2,Benign keratosis,2,Benign keratosis,1.0,True
aug_0_1169.jpg,d:\Skin Disease classification\newtrain\Squamous cell carcinoma\aug_0_1169.jpg,6,Squamous cell carcinoma,6,Squamous cell carcinoma,0.917,True
aug_0_8606.jpg,d:\Skin Disease classification\newtrain\Melanocytic nevus\aug_0_8606.jpg,4,Melanocytic nevus,4,Melanocytic nevus,0.9998,True
aug_0_9396.jpg,d:\Skin Disease classification\newtrain\Atopic Dermatitis\aug_0_9396.jpg,1,Atopic Dermatitis,1,Atopic Dermatitis,1.0,True
aug_0_7348.jpg,d:\Skin Disease classification\newtrain\Benign keratosis\aug_0_7348.jpg,2,Benign keratosis,2,Benign keratosis,1.0,True
aug_0_2370.jpg,d:\Skin Disease classification\newtrain\Vascular lesion\aug_0_2370.jpg,8,Vascular lesion,8,Vascular lesion,1.0,True
aug_0_8510.jpg,d:\Skin Disease classification\newtrain\Atopic Dermatitis\aug_0_8510.jpg,1,Atopic Dermatitis,1,Atopic Dermatitis,1.0,True
aug_0_1444.jpg,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1444.jpg,0,Actinic keratosis,0,Actinic keratosis,0.7203,True
aug_0_8492.jpg,d:\Skin Disease classification\newtrain\Dermatofibroma\aug_0_8492.jpg,3,Dermatofibroma,3,Dermatofibroma,1.0,True
aug_0_2716.jpg,d:\Skin Disease classification\newtrain\Melanocytic nevus\aug_0_2716.jpg,4,Melanocytic nevus,4,Melanocytic nevus,0.9999,True
aug_0_883.jpg,d:\Skin Disease classification\newtrain\Squamous cell carcinoma\aug_0_883.jpg,6,Squamous cell carcinoma,6,Squamous cell carcinoma,0.8954,True
aug_0_6288.jpg,d:\Skin Disease classification\newtrain\Tinea Ringworm Candidiasis\aug_0_6288.jpg,7,Tinea Ringworm Candidiasis,7,Tinea Ringworm Candidiasis,1.0,True
aug_0_1389.jpg,d:\Skin Disease classification\newtrain\Vascular lesion\aug_0_1389.jpg,8,Vascular lesion,8,Vascular lesion,1.0,True
aug_0_1633.jpg,d:\Skin Disease classification\newtrain\Squamous cell carcinoma\aug_0_1633.jpg,6,Squamous cell carcinoma,6,Squamous cell carcinoma,0.8965,True
aug_0_8748.jpg,d:\Skin Disease classification\newtrain\Vascular lesion\aug_0_8748.jpg,8,Vascular lesion,8,Vascular lesion,1.0,True
aug_0_4246.jpg,d:\Skin Disease classification\newtrain\Dermatofibroma\aug_0_4246.jpg,3,Dermatofibroma,3,Dermatofibroma,0.9895,True
aug_0_9799.jpg,d:\Skin Disease classification\newtrain\Melanoma\aug_0_9799.jpg,5,Melanoma,5,Melanoma,0.9995,True
aug_0_3907.jpg,d:\Skin Disease classification\newtrain\Melanoma\aug_0_3907.jpg,5,Melanoma,5,Melanoma,0.9905,True
aug_0_300.jpg,d:\Skin Disease classification\newtrain\Tinea Ringworm Candidiasis\aug_0_300.jpg,7,Tinea Ringworm Candidiasis,7,Tinea Ringworm Candidiasis,1.0,True
aug_0_356.jpg,d:\Skin Disease classification\newtrain\Vascular lesion\aug_0_356.jpg,8,Vascular lesion,8,Vascular lesion,0.9998,True
aug_0_9708.jpg,d:\Skin Disease classification\newtrain\Melanoma\aug_0_9708.jpg,5,Melanoma,5,Melanoma,0.9974,True
aug_0_6151.jpg,d:\Skin Disease classification\newtrain\Squamous cell carcinoma\aug_0_6151.jpg,6,Squamous cell carcinoma,6,Squamous cell carcinoma,0.9704,True
aug_0_9722.jpg,d:\Skin Disease classification\newtrain\Dermatofibroma\aug_0_9722.jpg,3,Dermatofibroma,3,Dermatofibroma,0.9998,True
aug_0_1279.jpg,d:\Skin Disease classification\newtrain\Atopic Dermatitis\aug_0_1279.jpg,1,Atopic Dermatitis,1,Atopic Dermatitis,1.0,True
aug_0_9202.jpg,d:\Skin Disease classification\newtrain\Vascular lesion\aug_0_9202.jpg,8,Vascular lesion,8,Vascular lesion,0.9991,True
aug_0_520.jpg,d:\Skin Disease classification\newtrain\Squamous cell carcinoma\aug_0_520.jpg,6,Squamous cell carcinoma,6,Squamous cell carcinoma,0.9583,True
aug_0_8297.jpg,d:\Skin Disease classification\newtrain\Tinea Ringworm Candidiasis\aug_0_8297.jpg,7,Tinea Ringworm Candidiasis,7,Tinea Ringworm Candidiasis,1.0,True
aug_0_1632.jpg,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_1632.jpg,0,Actinic keratosis,0,Actinic keratosis,0.9979,True
aug_0_503.jpg,d:\Skin Disease classification\newtrain\Melanoma\aug_0_503.jpg,5,Melanoma,5,Melanoma,1.0,True
aug_0_7851.jpg,d:\Skin Disease classification\newtrain\Atopic Dermatitis\aug_0_7851.jpg,1,Atopic Dermatitis,1,Atopic Dermatitis,1.0,True
aug_0_6422.jpg,d:\Skin Disease classification\newtrain\Dermatofibroma\aug_0_6422.jpg,3,Dermatofibroma,3,Dermatofibroma,1.0,True
aug_0_6404.jpg,d:\Skin Disease classification\newtrain\Vascular lesion\aug_0_6404.jpg,8,Vascular lesion,8,Vascular lesion,1.0,True
aug_0_3180.jpg,d:\Skin Disease classification\newtrain\Dermatofibroma\aug_0_3180.jpg,3,Dermatofibroma,3,Dermatofibroma,0.9999,True
aug_0_5910.jpg,d:\Skin Disease classification\newtrain\Melanocytic nevus\aug_0_5910.jpg,4,Melanocytic nevus,4,Melanocytic nevus,0.9976,True
aug_0_5886.jpg,d:\Skin Disease classification\newtrain\Melanoma\aug_0_5886.jpg,5,Melanoma,5,Melanoma,0.9998,True
aug_0_3432.jpg,d:\Skin Disease classification\newtrain\Melanocytic nevus\aug_0_3432.jpg,4,Melanocytic nevus,4,Melanocytic nevus,0.8054,True
aug_0_3310.jpg,d:\Skin Disease classification\newtrain\Benign keratosis\aug_0_3310.jpg,2,Benign keratosis,2,Benign keratosis,1.0,True
aug_0_8132.jpg,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_8132.jpg,0,Actinic keratosis,0,Actinic keratosis,0.9955,True
aug_0_5328.jpg,d:\Skin Disease classification\newtrain\Melanocytic nevus\aug_0_5328.jpg,4,Melanocytic nevus,4,Melanocytic nevus,1.0,True
aug_0_488.jpg,d:\Skin Disease classification\newtrain\Actinic keratosis\aug_0_488.jpg,0,Actinic keratosis,0,Actinic keratosis,0.6053,True
